설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
동구한마음종합복지관,인천광역시,동구,인천광역시 동구 만석로 53,인천광역시 동구 만석동 30-7,37.481871,126.625205,복지관 내부,,032-770-5723,2025-07-28,3500000,인천광역시 동구
종로약국,인천광역시,동구,인천광역시 동구 송림로 96,인천광역시 동구 송림동 60-5,37.475933,126.645328,약국 내부,,032-770-5723,2025-07-28,3500000,인천광역시 동구
금창동 행정복지센터,인천광역시,동구,인천광역시 동구 금곡로36번길 16,인천광역시 동구 금곡동 38-2,37.472532,126.639793,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
송림6동 행정복지센터,인천광역시,동구,인천광역시 동구 샛골로162번길 56,인천광역시 동구 송림6동 42-37,37.477334,126.647971,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
송림4동 행정복지센터,인천광역시,동구,인천광역시 동구 송림로162번길 10,인천광역시 동구 송림동 346,37.477469,126.651146,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
송림3·5동 행정복지센터,인천광역시,동구,인천광역시 동구 새천년로 72,인천광역시 동구 송림동 342-1,37.474744,126.648842,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
송림2동 행정복지센터,인천광역시,동구,인천광역시 동구 안송로6번길 5,인천광역시 동구 송림동 56-77,37.475813,126.642682,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
송림1동 행정복지센터,인천광역시,동구,인천광역시 동구 금곡로 35,인천광역시 동구 송림동 230-6,37.473578,126.639534,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
송현3동 행정복지센터,인천광역시,동구,인천광역시 동구 인중로 635-20,인천광역시 동구 송현동 1-825,37.482263,126.642638,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
송현1·2동 행정복지센터,인천광역시,동구,인천광역시 동구 솔빛로22번길 2,인천광역시 동구 송현동 84-9,37.476506,126.635744,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
화수2동 행정복지센터,인천광역시,동구,인천광역시 동구 화수안로 42,인천광역시 동구 화수2동 37-147,37.484333,126.630105,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
화수1·화평동 행정복지센터,인천광역시,동구,인천광역시 동구 화도로 41,인천광역시 동구 화수동 236,37.481548,126.629894,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
만석동 행정복지센터,인천광역시,동구,인천광역시 동구 석수로 96,인천광역시 동구 만석동 18-4,37.483269,126.625465,행정복지센터 내부(1층 민원실),,032-770-5723,2025-07-28,3500000,인천광역시 동구
백제약국,인천광역시,동구,인천광역시 동구 화수로 18,인천광역시 동구 송현동 66-26,37.482315,126.635354,약국 내부,,032-770-5723,2025-07-28,3500000,인천광역시 동구
동구보건소,인천광역시,동구,인천광역시 동구 석수로 90,인천광역시 동구 만석동 18-3,37.483101,126.625845,보건소 민원실,,032-770-5723,2025-07-28,3500000,인천광역시 동구
연산9동행정복지센터,부산광역시,연제구,부산광역시 연제구 과정로164번길 38,부산광역시 연제구 연산동 475-1,35.1859033,129.1093819,1층(실내),,051-665-5945,2025-07-28,3370000,부산광역시 연제구
연산8동행정복지센터,부산광역시,연제구,부산광역시 연제구 과정로251번길 33,부산광역시 연제구 연산동 408-20,35.18712232,129.1009904,1층(실내),,051-665-5914,2025-07-28,3370000,부산광역시 연제구
연산6동행정복지센터,부산광역시,연제구,부산광역시 연제구 쌍미천로52번길 2,부산광역시 연제구 연산동 2149-2,35.1774563,129.089660,1층(실내),,051-665-5894,2025-07-28,3370000,부산광역시 연제구
연산5동행정복지센터,부산광역시,연제구,부산광역시 연제구 거제천로124번길 15,부산광역시 연제구 연산동 1478-1,35.18448619,129.0760783,1층(실내),,051-665-5874,2025-07-28,3370000,부산광역시 연제구
연산4동행정복지센터,부산광역시,연제구,부산광역시 연제구 쌍미천로151번길 42,부산광역시 연제구 연산동 630-22,35.18628827,129.0849277,1층(실내),,051-665-5854,2025-07-28,3370000,부산광역시 연제구
연산3동행정복지센터,부산광역시,연제구,부산광역시 연제구 연수로218번길 4,부산광역시 연제구 연산동 1799-73,35.17334797,129.0942269,1층(실내),,051-665-5832,2025-07-28,3370000,부산광역시 연제구
연산2동행정복지센터,부산광역시,연제구,부산광역시 연제구 중앙대로1038번길 39,부산광역시 연제구 연산동 1597-12,35.17997379,129.0792948,1층(실내),,051-665-5821,2025-07-28,3370000,부산광역시 연제구
연산1동행정복지센터,부산광역시,연제구,부산광역시 연제구 연동로8번길 66,부산광역시 연제구 연산동 313-10,35.18998727,129.0904228,1층(실내),,051-665-5791,2025-07-28,3370000,부산광역시 연제구
거제4동행정복지센터,부산광역시,연제구,부산광역시 연제구 화지로52번길 33,부산광역시 연제구 거제동 760-6,35.18008102,129.0658872,1층(실내),,051-665-5774,2025-07-28,3370000,부산광역시 연제구
거제3동행정복지센터,부산광역시,연제구,부산광역시 연제구 거제대로 180,부산광역시 연제구 거제동 581-1,35.18428551,129.071201,1층(실내),,051-665-5754,2025-07-28,3370000,부산광역시 연제구
거제2동행정복지센터,부산광역시,연제구,부산광역시 연제구 아시아드대로22번길 19,부산광역시 연제구 거제동 1180-8,35.18776194,129.0702873,1층(실내),,051-665-5731,2025-07-28,3370000,부산광역시 연제구
거제1동행정복지센터,부산광역시,연제구,부산광역시 연제구 법원북로 88,부산광역시 연제구 거제동 1485-1,35.1918532,129.0756383,1층(실내),,051-665-5714,2025-07-28,3370000,부산광역시 연제구
거제국민체육센터,부산광역시,연제구,부산광역시 연제구 법원남로9번길 17,부산광역시 연제구 거제동 419-2,35.18951105,129.0742898,동해선거제역 2층(실내),,051-665-4434,2025-07-28,3370000,부산광역시 연제구
연제구국민체육센터,부산광역시,연제구,부산광역시 연제구 쌍미천로 132,부산광역시 연제구 연산동 799,35.18415343,129.0874854,1층(실내),,051-665-4434,2025-07-28,3370000,부산광역시 연제구
아이사랑뜰,부산광역시,연제구,부산광역시 연제구 안연로8번길 71,부산광역시 연제구 연산동 396-8,35.18861382,129.1049118,1층(실내),,051-665-4434,2025-07-28,3370000,부산광역시 연제구
연제도서관,부산광역시,연제구,부산광역시 연제구 황령산로 612,부산광역시 연제구 연산동 2302,35.17414529,129.0829701,1층(실내),,051-665-4434,2025-07-28,3370000,부산광역시 연제구
거제종합사회복지관,부산광역시,연제구,부산광역시 연제구 아시아드대로46번길 45,부산광역시 연제구 거제동 1179-4,35.1884749,129.0707003,1층(실내),,051-665-4434,2025-07-28,3370000,부산광역시 연제구
연산종합사회복지관,부산광역시,연제구,부산광역시 연제구 봉수로 17,부산광역시 연제구 연산동 2388,35.17272747,129.0889089,1층(실내),,051-665-4434,2025-07-28,3370000,부산광역시 연제구
대구광역시 북구,대구광역시,북구,대구광역시 북구 옥산로 65 (침산동),,35.88568334,128.5828459,1층 민원실,,053-665-2000,2025-07-23,3450000,대구광역시 북구
노인복지관,부산광역시,연제구,부산광역시 연제구 고분로 188,부산광역시 연제구 연산동 243-26,35.18536551,129.1027976,1층(실내),,051-665-4434,2025-07-28,3370000,부산광역시 연제구
거제건강생활지원센터,부산광역시,연제구,부산광역시 연제구 해맞이로 53,부산광역시 연제구 거제동 676-316,35.17914039,129.0678248,1층(실내),,051-665-4434,2025-07-28,3370000,부산광역시 연제구
치매안심센터,부산광역시,연제구,부산광역시 연제구 거제시장로22번길 70,부산광역시 연제구 거제동 558-3,35.18409405,129.0730734,1층(실내),,051-665-4434,2025-07-28,3370000,부산광역시 연제구
연제구보건소,부산광역시,연제구,부산광역시 연제구 연제로 2,부산광역시 연제구 연산동 1555,35.17621174,129.0797456,보건소 1층 민원실(실내),,051-665-5671,2025-07-28,3370000,부산광역시 연제구
연제구청,부산광역시,연제구,부산광역시 연제구 연제로 2,부산광역시 연제구 연산동 1555,35.17621174,129.0797456,1층 민원실(실내_세무2과옆),,051-665-4434,2025-07-28,3370000,부산광역시 연제구
청담약국,충청남도,금산군,충청남도 금산군 금산읍 인삼로 76,,36.1026457951,127.4898980122,,,,2025-07-28,4550000,충청남도 금산군
추부보건지소,충청남도,금산군,충청남도 금산군 추부면 하마전로 31,,36.1909936432,127.469959,,,,2025-07-28,4550000,충청남도 금산군
복수보건지소,충청남도,금산군,충청남도 금산군 복수면 복수로 152,,36.166826,127.3984124304,,,,2025-07-28,4550000,충청남도 금산군
진산보건지소,충청남도,금산군,충청남도 금산군 진산면 읍내로 69,,36.1442041541,127.370055,,,,2025-07-28,4550000,충청남도 금산군
남이보건지소,충청남도,금산군,충청남도 금산군 남이면 진악로 25,,36.047947,127.436349,,,,2025-07-28,4550000,충청남도 금산군
남일보건지소,충청남도,금산군,충청남도 금산군 남일면 봉황로 84,,36.0427942482,127.5047000252,,,,2025-07-28,4550000,충청남도 금산군
군북보건지소,충청남도,금산군,충청남도 금산군 군북면 군북로 699,,36.166276,127.5257051569,,,,2025-07-28,4550000,충청남도 금산군
부리보건지소,충청남도,금산군,충청남도 금산군 부리면 현내1길 37,,36.0607883012,127.5548962521,,,,2025-07-28,4550000,충청남도 금산군
제원보건지소,충청남도,금산군,충청남도 금산군 제원면 제원3길 3,,36.1125340889,127.546025,,,,2025-07-28,4550000,충청남도 금산군
금성보건지소,충청남도,금산군,충청남도 금산군 금성면 진산로 372,,36.130609,127.453616,,,,2025-07-28,4550000,충청남도 금산군
금산군보건소,충청남도,금산군,충청남도 금산군 금산읍 금산로 1559,,36.112083,127.4916387632,,,,2025-07-28,4550000,충청남도 금산군
성곡보건진료소,경상북도,영주시,경상북도 영주시 장수면 용주로 483,,36.7815823242,128.531734,,,,2025-07-24,5090000,경상북도 영주시
소룡보건진료소,경상북도,영주시,경상북도 영주시 장수면 옥계로 510,,36.7373333163,128.574900,,,,2025-07-24,5090000,경상북도 영주시
조제보건진료소,경상북도,영주시,경상북도 영주시 문수면 조제로 59,,36.7185572393,128.601084,,,,2025-07-24,5090000,경상북도 영주시
운곡보건진료소,경상북도,영주시,경상북도 영주시 평은면 북평로 1099,,36.7020898192,128.711863,,,,2025-07-24,5090000,경상북도 영주시
월림보건진료소,경상북도,영주시,경상북도 영주시 이산면 내림로 15,,36.8002170853,128.692464,,,,2025-07-24,5090000,경상북도 영주시
부석보건지소,경상북도,영주시,경상북도 영주시 부석면 부석로 49,,36.979125,128.6545697562,,,,2025-07-24,5090000,경상북도 영주시
단산보건지소,경상북도,영주시,경상북도 영주시 단산면 옥대로 32,,36.9510022837,128.6187302909,,,,2025-07-24,5090000,경상북도 영주시
순흥보건지소,경상북도,영주시,경상북도 영주시 순흥면 순흥로 67,,36.9160505461,128.574918126,,,,2025-07-24,5090000,경상북도 영주시
봉현보건지소,경상북도,영주시,경상북도 영주시 봉현면 오현로 27,,36.8612316802,128.5248831078,,,,2025-07-24,5090000,경상북도 영주시
안정보건지소,경상북도,영주시,경상북도 영주시 안정면 신재로 537,,36.84597889,128.5566913945,,,,2025-07-24,5090000,경상북도 영주시
장수보건지소,경상북도,영주시,경상북도 영주시 장수면 장수로 50,,36.7748328999,128.5787451,,,,2025-07-24,5090000,경상북도 영주시
문수보건지소,경상북도,영주시,경상북도 영주시 문수면 문수로1363번길 35,,36.772180,128.6304382734,,,,2025-07-24,5090000,경상북도 영주시
평은보건지소,경상북도,영주시,경상북도 영주시 평은면 신평로 29,,36.758423456,128.6885072048,,,,2025-07-24,5090000,경상북도 영주시
이산보건지소,경상북도,영주시,경상북도 영주시 이산면 이산로621번길 31,,36.8356653316,128.6968845187,,,,2025-07-24,5090000,경상북도 영주시
풍기보건지소,경상북도,영주시,경상북도 영주시 풍기읍 남원로70번길 14,,36.8673729852,128.5270439757,,,,2025-07-24,5090000,경상북도 영주시
영주시치매안심센터,경상북도,영주시,경상북도 영주시 영주로159번길 73,,36.8287629318,128.6159883477,,,,2025-07-24,5090000,경상북도 영주시
영주시보건소,경상북도,영주시,경상북도 영주시 시청로1번길 19,,36.8061245914,128.6216639436,,,,2025-07-24,5090000,경상북도 영주시
단산면행정복지센터,경상북도,영주시,경상북도 영주시 단산면 옥대로 36,,36.951503,128.6196111979,,,,2025-07-24,5090000,경상북도 영주시
순흥면행정복지센터,경상북도,영주시,경상북도 영주시 순흥면 순흥로 67,,36.9160505461,128.574918126,,,,2025-07-24,5090000,경상북도 영주시
